epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,31029.1,0.58661,1.15822,0.49736,0.94872,0.93787,0.78783,0.86517,0.77243,0.93475,0.78434,0.85206,0.7053,0.53736,1.14838,0.45305,0.89779,0.00236525,0.00236525,0.00236525
93,31364,0.58059,1.14832,0.49566,0.94574,0.93692,0.78822,0.86518,0.77253,0.93382,0.7848,0.85233,0.70603,0.53689,1.14769,0.45259,0.89765,0.00228136,0.00228136,0.00228136
94,31704.6,0.58023,1.14905,0.49059,0.94645,0.93598,0.78908,0.86495,0.77286,0.93305,0.78569,0.85207,0.70558,0.53644,1.14717,0.45223,0.89748,0.00219746,0.00219746,0.00219746
95,32044.8,0.57721,1.13307,0.48803,0.94474,0.93528,0.78939,0.86494,0.77306,0.93233,0.78605,0.85185,0.70552,0.53623,1.14661,0.45171,0.89735,0.00211356,0.00211356,0.00211356
96,32388.7,0.57165,1.13207,0.48304,0.9416,0.93625,0.78905,0.86484,0.77299,0.93268,0.78579,0.85182,0.7055,0.53587,1.14629,0.45124,0.89726,0.00202966,0.00202966,0.00202966
97,32726.7,0.57164,1.12286,0.47844,0.94326,0.93629,0.78899,0.86476,0.77361,0.93316,0.78576,0.85174,0.70653,0.5355,1.1459,0.4508,0.8972,0.00194576,0.00194576,0.00194576
98,33064.8,0.56719,1.11952,0.4761,0.94045,0.93636,0.78913,0.86486,0.77424,0.93315,0.78588,0.85162,0.70599,0.53484,1.14538,0.45033,0.89656,0.00186186,0.00186186,0.00186186
99,33397.8,0.57237,1.12484,0.47688,0.94071,0.93578,0.78916,0.86517,0.77431,0.93266,0.7857,0.85185,0.70629,0.53444,1.14505,0.4501,0.89645,0.00177797,0.00177797,0.00177797
100,33734.1,0.56582,1.11126,0.47066,0.93918,0.93421,0.78936,0.86533,0.77479,0.93118,0.78609,0.8525,0.70689,0.53394,1.14486,0.44969,0.89613,0.00169407,0.00169407,0.00169407
101,34068.7,0.56412,1.11755,0.47464,0.93961,0.93377,0.78927,0.86535,0.77479,0.9309,0.78578,0.85248,0.70653,0.53367,1.14447,0.44943,0.89611,0.00161017,0.00161017,0.00161017
102,34404,0.56667,1.11362,0.46811,0.94084,0.93316,0.78938,0.86536,0.77507,0.92992,0.7861,0.85252,0.70656,0.5334,1.14414,0.4487,0.89606,0.00152627,0.00152627,0.00152627
103,34749.9,0.55964,1.10223,0.46741,0.93796,0.93388,0.78896,0.86533,0.77504,0.93091,0.78571,0.85257,0.70726,0.53291,1.14379,0.44814,0.89587,0.00144237,0.00144237,0.00144237
104,35091.9,0.55601,1.09935,0.46242,0.93687,0.93438,0.78872,0.86547,0.77526,0.93158,0.7854,0.85278,0.70726,0.53271,1.1438,0.4475,0.89577,0.00135847,0.00135847,0.00135847
